Month/Year,License Class,Trips Per Day,Farebox Per Day,Unique Drivers,Unique Vehicles,Vehicles Per Day,Avg Days Vehicles on Road,Avg Hours Per Day Per Vehicle,Avg Days Drivers on Road,Avg Hours Per Day Per Driver,Avg Minutes Per Trip,Percent of Trips Paid with Credit Card,Trips Per Day Shared
2019-09,FHV - Livery,"19,312",-,"4,183","3,979","2,633",19.9,5.3,19.2,5.2,21.0,-,-
2019-09,FHV - Lux Limo,"2,739",-,"2,522","2,402","1,098",13.7,2.5,13.5,2.4,75.0,-,-
2019-09,Green,"12,985","190,621","3,033","2,856","2,048",21.5,4.6,20.6,4.5,14.3,55%,-
2019-09,Yellow,"217,747","3,814,692","20,369","11,302","10,066",26.7,10.9,21.0,7.7,16.0,72%,-
2019-08,FHV - Black Car,"12,787",-,"5,874","5,845","2,964",15.7,3.4,15.7,3.4,32.0,-,-
2019-08,FHV - High Volume,"648,961",-,"83,709","82,693","55,289",20.8,6.3,20.8,6.2,18.0,-,"104,983"
2019-08,FHV - Livery,"38,815",-,"8,104","7,824","5,441",21.6,5.3,21.3,5.2,18.0,-,-
2019-08,FHV - Lux Limo,"2,099",-,"2,389","2,311",969,13.0,2.1,12.9,2.1,73.0,-,-
2019-08,Green,"12,866","188,318","3,033","2,841","2,011",22.0,4.6,20.9,4.6,13.9,54%,-
2019-08,Yellow,"194,798","3,385,162","19,583","11,237","9,741",26.9,10.4,21.4,7.5,14.3,70%,-
2019-07,FHV - Black Car,"13,993",-,"5,995","5,968","2,914",15.1,3.7,15.1,3.7,29.0,-,-
2019-07,FHV - High Volume,"654,230",-,"85,896","84,609","57,048",21.0,6.2,20.9,6.1,18.0,-,"104,074"
2019-07,FHV - Livery,"41,492",-,"8,474","8,150","5,682",21.6,5.3,21.3,5.2,18.0,-,-
2019-07,FHV - Lux Limo,"2,013",-,"2,105","2,013",881,13.6,2.3,13.4,2.2,73.0,-,-
2019-07,Green,"13,969","205,934","3,179","2,985","2,125",22.1,4.7,21.1,4.6,14.2,55%,-
2019-07,Yellow,"202,443","3,501,565","20,206","11,366","9,894",27.0,10.5,21.4,7.5,14.5,70%,-
2019-06,FHV - Black Car,"14,233",-,"5,876","5,858","2,988",15.3,3.7,15.3,3.7,29.0,-,-
2019-06,FHV - High Volume,"700,036",-,"87,131","85,712","58,847",20.7,6.3,20.6,5.8,19.0,-,"101,645"
2019-06,FHV - Livery,"43,938",-,"8,569","8,224","5,856",21.4,5.4,21.1,5.3,18.0,-,-
2019-06,FHV - Lux Limo,"2,276",-,"2,124","2,140",993,13.9,2.3,14.1,2.3,71.0,-,-
2019-06,Green,"15,690","235,578","3,292","3,080","2,216",21.6,5.0,20.7,4.8,15.0,55%,-
2019-06,Yellow,"231,335","4,042,788","20,728","11,533","10,274",26.7,11.0,21.3,7.7,15.1,72%,-
2019-05,FHV - Black Car,"16,186",-,"6,211","6,171","3,237",16.3,3.9,16.2,3.8,27.0,-,-
2019-05,FHV - High Volume,"720,263",-,"87,719","86,391","59,902",21.6,6.2,21.5,6.2,19.0,-,"124,106"
2019-05,FHV - Livery,"44,781",-,"8,581","8,228","5,868",22.1,5.5,21.7,5.3,17.0,-,-
2019-05,FHV - Lux Limo,"2,657",-,"2,245","2,256","1,100",15.1,2.4,15.1,2.4,70.0,-,-
2019-05,Green,"16,248","243,583","3,393","3,170","2,351",23.0,4.8,22.0,4.7,15.1,56%,-
2019-05,Yellow,"244,017","4,214,808","21,042","11,689","10,494",27.8,11.2,22.3,7.7,14.9,72%,-
2019-04,FHV - Black Car,"15,660",-,"5,824","5,795","3,126",16.2,3.9,16.2,3.8,27.0,-,-
2019-04,FHV - High Volume,"724,388",-,"87,779","86,463","59,121",20.6,6.3,20.5,6.2,19.0,-,"141,734"
2019-04,FHV - Livery,"44,846",-,"8,469","8,175","5,844",21.4,5.5,21.1,5.4,17.0,-,-
2019-04,FHV - Lux Limo,"2,584",-,"2,374","2,391","1,118",14.0,2.3,14.1,2.3,67.0,-,-
2019-04,Green,"17,080","249,506","3,508","3,249","2,423",22.4,4.9,21.2,4.8,14.3,56%,-
2019-04,Yellow,"247,742","4,215,927","21,595","11,786","10,674",27.2,11.3,21.4,7.8,14.3,72%,-
2019-03,FHV - Black Car,"8,778",-,"4,513","4,498","1,916",13.2,3.5,13.3,3.5,23.0,-,-
2019-03,FHV - High Volume,"769,729",-,"87,695","86,540","59,893",21.6,6.4,21.5,6.4,19.0,-,"157,704"
2019-03,FHV - Livery,"32,099",-,"8,216","7,918","4,737",18.5,4.9,18.3,4.8,17.0,-,-
2019-03,FHV - Lux Limo,"1,513",-,"1,786","1,799",698,12.0,2.1,12.0,2.1,62.0,-,-
2019-03,Green,"19,318","305,302","3,586","3,296","2,524",23.7,5.4,22.3,5.2,15.8,60%,-
2019-03,Yellow,"252,634","4,289,036","21,956","11,912","10,814",28.1,11.4,22.3,7.9,14.1,73%,-
2019-02,FHV - Black Car,"13,692",-,"5,129","5,103","2,811",15.4,3.8,15.4,3.8,28.0,-,-
2019-02,FHV - High Volume,"719,853",-,"86,296","85,403","58,980",19.5,6.3,19.4,6.2,18.0,-,"171,912"
2019-02,FHV - Livery,"44,638",-,"8,776","8,440","5,992",19.9,5.4,19.6,5.3,17.0,-,-
2019-02,FHV - Lux Limo,"2,467",-,"2,147","2,142","1,034",13.5,2.4,13.6,2.3,65.0,-,-
2019-02,Green,"20,481","325,509","3,626","3,385","2,651",21.9,5.4,20.9,5.3,15.7,62%,-
2019-02,Yellow,"250,654","4,105,322","21,733","11,895","10,770",25.4,11.3,20.1,7.8,13.6,74%,-
2019-01,FHV - Black Car,"15,024",-,"6,111","6,072","3,156",16.1,3.7,16.1,3.7,27.0,-,104
2019-01,FHV - High Volume,"683,692",-,"86,715","84,698","56,530",20.7,6.2,20.5,6.1,18.0,-,"157,678"
2019-01,FHV - Livery,"41,974",-,"8,717","8,368","5,834",21.6,5.3,21.1,5.2,17.0,-,30
2019-01,FHV - Lux Limo,"2,573",-,"2,675","2,533","1,137",13.9,2.2,13.7,2.2,63.0,-,-
2019-01,Green,"20,327","309,210","3,705","3,442","2,642",23.8,5.4,22.6,5.3,15.0,62%,-
2019-01,Yellow,"247,315","3,413,625","22,085","11,867","10,582",27.6,11.1,21.5,7.7,12.8,72%,-
2018-12,FHV - Black Car,"16,120",-,"7,321","7,286","3,463",14.7,3.6,14.8,3.6,30.0,-,128
2018-12,FHV - High Volume,"701,180",-,"86,788","85,146","56,844",20.7,6.3,20.6,6.2,20.0,-,"164,666"
2018-12,FHV - Livery,"48,951",-,"9,682","9,247","6,460",21.7,5.5,21.2,5.3,18.0,-,35
2018-12,FHV - Lux Limo,"3,025",-,"3,083","2,991","1,260",13.1,2.4,13.1,2.3,70.0,-,-
2018-12,Green,"22,083","341,294","3,777","3,468","2,720",24.3,5.6,22.9,5.4,15.7,59%,-
2018-12,Yellow,"263,609","3,852,809","23,042","11,938","10,803",28.1,11.5,21.7,7.7,14.7,68%,-
2018-11,FHV - Black Car,"17,791",-,"7,362","7,340","3,891",15.9,3.6,15.9,3.6,30.0,-,"17,734"
2018-11,FHV - High Volume,"691,379",-,"85,496","83,271","56,908",20.5,6.3,20.3,6.2,20.0,-,"160,672"
2018-11,FHV - Livery,"47,205",-,"9,584","9,195","6,464",21.1,5.4,20.7,5.2,18.0,-,36
2018-11,FHV - Lux Limo,"3,622",-,"2,960","2,832","1,364",14.5,2.5,14.2,2.4,71.0,-,-
2018-11,Green,"21,858","344,302","3,767","3,490","2,742",23.6,5.5,22.3,5.4,16.4,61%,-
2018-11,Yellow,"271,501","4,035,397","23,459","11,948","11,040",27.7,11.8,21.4,7.8,15.2,70%,-
2018-10,FHV - Black Car,"18,364",-,"7,582","7,476","3,933",16.3,3.6,16.3,3.6,34.0,-,158
2018-10,FHV - High Volume,"680,433",-,"84,660","82,247","56,538",21.3,6.3,21.0,6.2,21.0,-,"176,348"
2018-10,FHV - Livery,"44,990",-,"9,558","9,182","6,382",21.5,5.3,21.2,5.2,19.0,-,34
2018-10,FHV - Lux Limo,"3,467",-,"2,835","2,696","1,384",15.9,2.5,15.6,2.4,71.0,-,-
2018-10,Green,"22,889","360,292","3,827","3,523","2,796",24.6,5.7,23.2,5.6,16.3,60%,-
2018-10,Yellow,"284,121","4,267,309","23,600","12,009","11,151",28.8,12.0,22.2,7.9,15.2,71%,-
2018-09,FHV - Black Car,"15,159",-,"6,183","6,140","3,232",15.8,3.7,15.7,3.7,32.0,-,291
2018-09,FHV - High Volume,"658,952",-,"82,782","80,536","53,842",20.1,6.4,19.8,6.3,20.0,-,"148,283"
2018-09,FHV - Livery,"42,058",-,"8,697","8,414","5,823",20.8,5.3,20.4,5.2,18.0,-,35
2018-09,FHV - Lux Limo,"2,556",-,"2,425","2,271","1,062",14.0,2.4,13.6,2.3,69.0,-,-
2018-09,Green,"22,193","345,939","3,806","3,503","2,721",23.3,5.6,21.9,5.5,15.8,57%,-
2018-09,Yellow,"267,983","3,995,849","23,055","12,007","10,741",26.8,11.7,20.6,7.9,15.0,70%,-
2018-08,FHV - Black Car,"14,455",-,"6,634","6,609","3,448",16.2,3.4,16.2,3.4,32.0,-,16
2018-08,FHV - High Volume,"642,341",-,"80,363","78,545","51,804",20.4,6.4,20.3,6.3,20.0,-,"168,299"
2018-08,FHV - Livery,"46,411",-,"9,603","9,321","6,418",21.3,5.3,21.0,5.2,18.0,-,15
2018-08,FHV - Lux Limo,"2,211",-,"2,516","2,395","1,027",13.3,2.1,13.0,2.1,68.0,-,-
2018-08,Green,"21,468","326,276","3,788","3,507","2,646",23.4,5.6,22.1,5.5,15.0,60%,-
2018-08,Yellow,"253,182","3,742,832","22,319","11,961","10,655",27.6,11.3,21.4,7.8,14.1,70%,-
2018-07,FHV - Black Car,"13,614",-,"6,242","6,188","3,086",15.5,3.4,15.4,3.4,32.0,-,13
2018-07,FHV - High Volume,"630,977",-,"79,945","78,100","51,565",20.5,6.3,20.3,6.2,20.0,-,"163,171"
2018-07,FHV - Livery,"44,963",-,"9,649","9,396","6,378",21.0,5.3,20.8,5.2,18.0,-,18
2018-07,FHV - Lux Limo,"2,377",-,"2,663","2,488","1,072",13.4,2.2,12.8,2.1,69.0,-,-
2018-07,Green,"22,048","331,003","3,909","3,588","2,754",23.8,5.5,22.4,5.4,14.8,56%,-
2018-07,Yellow,"253,186","3,735,128","23,142","12,092","10,788",27.7,11.3,21.3,7.7,14.1,68%,-
2018-06,FHV - Black Car,"17,207",-,"7,155","7,119","3,809",16.1,3.5,16.0,3.5,34.0,-,-
2018-06,FHV - High Volume,"626,423",-,"78,862","77,460","51,728",20.0,6.3,19.9,6.2,20.0,-,"143,298"
2018-06,FHV - Livery,"55,453",-,"10,655","10,332","7,357",21.4,5.5,21.1,5.3,18.0,-,18
2018-06,FHV - Lux Limo,"3,433",-,"3,135","3,062","1,431",14.0,2.4,14.2,2.3,73.0,-,-
2018-06,Green,"24,610","374,454","3,976","3,653","2,858",23.5,5.8,22.1,5.6,15.5,56%,-
2018-06,Yellow,"290,362","4,283,693","23,737","12,222","11,223",27.5,11.9,21.4,7.9,14.7,70%,-
2018-05,FHV - Black Car,"16,826",-,"7,268","7,224","3,906",16.8,3.5,16.7,3.5,35.0,-,-
2018-05,FHV - High Volume,"620,950",-,"77,775","76,382","51,355",20.8,6.3,20.7,6.2,20.0,-,"148,036"
2018-05,FHV - Livery,"55,083",-,"10,697","10,368","7,298",21.8,5.4,21.6,5.3,19.0,-,15
2018-05,FHV - Lux Limo,"3,531",-,"3,180","3,141","1,463",14.4,2.4,14.7,2.3,72.0,-,-
2018-05,Green,"25,693","386,965","4,057","3,707","2,949",24.7,5.8,23.1,5.7,15.5,56%,-
2018-05,Yellow,"297,508","4,431,220","24,330","12,317","11,396",28.7,12.1,22.3,7.9,14.9,69%,-
2018-04,FHV - Black Car,"16,088",-,"7,221","7,176","3,832",16.0,3.5,16.0,3.4,34.0,-,-
2018-04,FHV - High Volume,"616,450",-,"75,879","74,273","49,959",20.2,6.3,20.0,6.2,20.0,-,"160,806"
2018-04,FHV - Livery,"57,501",-,"11,472","11,106","7,768",21.0,5.4,20.8,5.3,19.0,-,14
2018-04,FHV - Lux Limo,"3,362",-,"3,289","3,214","1,446",13.5,2.3,13.6,2.2,63.0,-,-
2018-04,Green,"26,642","384,918","4,081","3,746","2,976",23.8,5.9,22.4,5.8,14.5,56%,-
2018-04,Yellow,"310,169","4,486,177","24,807","12,372","11,534",28.0,12.4,21.5,8.1,14.2,70%,-
2018-03,FHV - Black Car,"16,422",-,"7,535","7,471","3,988",16.5,3.4,16.5,3.4,35.0,-,-
2018-03,FHV - High Volume,"624,601",-,"74,288","72,691","49,102",20.9,6.4,20.7,6.3,19.0,-,"157,162"
2018-03,FHV - Livery,"58,458",-,"11,687","11,313","7,795",21.4,5.4,21.1,5.3,19.0,-,12
2018-03,FHV - Lux Limo,"3,127",-,"3,174","3,077","1,346",13.6,2.3,13.6,2.2,64.0,-,-
2018-03,Green,"26,967","374,253","4,145","3,773","2,961",24.3,5.9,22.7,5.8,13.9,55%,-
2018-03,Yellow,"304,169","4,293,867","24,991","12,389","11,480",28.7,12.2,21.9,7.9,13.7,70%,-
2018-02,FHV - Black Car,"17,415",-,"7,550","7,529","4,063",15.1,3.5,15.1,3.5,33.0,-,-
2018-02,FHV - High Volume,"603,801",-,"72,893","71,731","48,772",19.0,6.3,18.9,6.3,19.0,-,"140,622"
2018-02,FHV - Livery,"58,545",-,"12,653","12,055","8,242",19.1,5.3,18.6,5.2,18.0,-,19
2018-02,FHV - Lux Limo,"3,240",-,"3,273","3,189","1,399",12.3,2.3,12.4,2.2,62.0,-,-
2018-02,Green,"27,461","360,001","4,260","3,920","3,058",21.8,5.9,20.6,5.7,12.9,55%,-
2018-02,Yellow,"303,280","4,138,935","24,641","12,490","11,535",25.9,12.1,19.9,8.0,13.1,71%,-
2018-01,FHV - Black Car,"15,445",-,"7,464","7,410","3,778",15.8,3.4,15.7,3.4,35.0,-,-
2018-01,FHV - High Volume,"555,031",-,"72,719","71,484","46,403",20.1,6.2,19.9,6.1,18.0,-,"126,738"
2018-01,FHV - Livery,"62,222",-,"13,961","12,751","8,389",20.4,5.4,19.0,5.3,17.0,-,15
2018-01,FHV - Lux Limo,"3,142",-,"3,385","3,299","1,378",13.0,2.2,13.1,2.2,63.0,-,-
2018-01,Green,"25,564","331,105","4,377","4,021","2,983",23.0,5.7,21.6,5.5,12.8,53%,-
2018-01,Yellow,"282,565","3,863,024","24,923","12,599","11,304",27.8,11.6,21.1,7.7,13.1,70%,-
2017-12,FHV - Black Car,"15,541",-,"7,789","7,703","3,720",15.0,3.4,14.9,3.4,35.0,-,-
2017-12,FHV - High Volume,"553,632",-,"71,671","70,194","46,799",20.7,6.3,20.5,6.2,20.0,-,"118,649"
2017-12,FHV - Livery,"64,462",-,"13,592","12,966","8,994",21.5,5.3,21.0,5.2,18.0,-,12
2017-12,FHV - Lux Limo,"3,139",-,"3,479","3,331","1,343",12.5,2.3,12.4,2.2,69.0,-,-
2017-12,Green,"29,223","383,355","4,497","4,117","3,200",24.1,5.9,22.6,5.8,13.0,51%,-
2017-12,Yellow,"306,706","4,407,843","26,038","12,685","11,743",28.7,12.2,21.8,7.8,14.5,66%,-
2017-11,FHV - Black Car,"15,718",-,"7,376","7,331","3,859",15.8,3.4,15.8,3.4,37.0,-,-
2017-11,FHV - High Volume,"517,191",-,"69,948","68,521","46,232",20.2,6.2,20.0,6.1,20.0,-,"107,750"
2017-11,FHV - Livery,"59,254",-,"13,304","12,807","8,986",21.1,5.1,20.8,4.9,18.0,-,16
2017-11,FHV - Lux Limo,"3,246",-,"3,088","2,978","1,341",13.5,2.4,13.5,2.3,68.0,-,-
2017-11,Green,"29,136","386,722","4,601","4,199","3,320",23.7,5.8,22.2,5.7,13.2,53%,-
2017-11,Yellow,"309,471","4,517,934","26,347","12,692","11,921",28.2,12.4,21.5,7.8,14.8,68%,-
2017-10,FHV - Black Car,"16,405",-,"8,008","7,882","4,221",16.6,3.3,16.5,3.3,38.0,-,-
2017-10,FHV - High Volume,"492,028",-,"69,303","67,653","45,234",20.7,6.1,20.4,6.1,20.0,-,"92,641"
2017-10,FHV - Livery,"59,234",-,"13,833","13,335","9,231",21.5,5.0,21.2,4.9,18.0,-,-
2017-10,FHV - Lux Limo,"3,171",-,"3,053","2,936","1,341",14.2,2.3,14.2,2.3,68.0,-,-
2017-10,Green,"29,858","401,160","4,723","4,287","3,390",24.5,5.9,22.8,5.7,13.4,53%,-
2017-10,Yellow,"315,084","4,681,421","26,536","12,703","11,931",29.1,12.5,22.1,7.9,14.8,68%,-
2017-09,FHV - Black Car,"15,975",-,"7,777","7,693","3,906",15.2,3.4,15.2,3.4,36.0,-,-
2017-09,FHV - High Volume,"468,318",-,"67,408","65,690","43,120",19.7,6.2,19.4,6.1,20.0,-,"84,200"
2017-09,FHV - Livery,"59,436",-,"14,306","13,795","9,339",20.3,4.9,20.0,4.8,18.0,-,12
2017-09,FHV - Lux Limo,"3,396",-,"3,483","3,375","1,439",12.8,2.3,12.8,2.3,68.0,-,-
2017-09,Green,"29,409","402,289","4,693","4,320","3,337",23.2,5.8,21.9,5.7,13.3,51%,-
2017-09,Yellow,"298,163","4,422,289","25,604","12,656","11,499",27.3,12.1,20.6,7.9,14.8,67%,-
2017-08,FHV - Black Car,"13,985",-,"7,463","7,406","3,686",15.4,3.2,15.4,3.2,35.0,-,-
2017-08,FHV - High Volume,"429,691",-,"65,522","64,054","41,372",20.0,6.0,19.8,6.0,20.0,-,"76,026"
2017-08,FHV - Livery,"59,142",-,"14,398","13,907","9,263",20.7,4.9,20.4,4.8,18.0,-,6
2017-08,FHV - Lux Limo,"2,774",-,"3,400","3,278","1,313",12.4,2.1,12.4,2.0,67.0,-,-
2017-08,Green,"27,976","373,385","4,769","4,384","3,347",23.7,5.6,22.3,5.5,12.6,50%,-
2017-08,Yellow,"271,676","3,985,437","25,164","12,690","11,550",28.2,11.7,21.6,7.7,14.0,66%,-
2017-07,FHV - Black Car,"13,084",-,"7,559","7,486","3,515",14.6,3.2,14.5,3.1,36.0,-,-
2017-07,FHV - High Volume,"421,285",-,"65,178","63,604","40,679",19.8,6.0,19.6,5.9,20.0,-,"68,756"
2017-07,FHV - Livery,"59,805",-,"14,658","14,069","9,283",20.5,4.9,20.1,4.8,18.0,-,13
2017-07,FHV - Lux Limo,"2,720",-,"3,284","3,237","1,270",12.2,2.1,12.4,2.1,69.0,-,-
2017-07,Green,"29,503","391,767","4,969","4,579","3,463",23.4,5.7,22.2,5.5,12.6,50%,-
2017-07,Yellow,"277,042","4,037,177","26,108","12,792","11,583",28.1,11.8,21.1,7.7,14.1,66%,-
2017-06,FHV - Black Car,"14,274",-,"7,450","7,394","3,840",15.6,3.2,15.5,3.2,39.0,-,-
2017-06,FHV - High Volume,"420,017",-,"63,721","62,331","40,408",19.5,5.9,19.2,5.8,21.0,-,"63,620"
2017-06,FHV - Livery,"64,389",-,"15,171","14,250","9,525",20.1,5.1,19.4,5.0,19.0,-,12
2017-06,FHV - Lux Limo,"3,327",-,"3,254","3,225","1,423",13.3,2.3,13.6,2.2,71.0,-,-
2017-06,Green,"32,544","432,850","5,072","4,686","3,629",23.2,5.7,22.0,5.6,13.2,50%,-
2017-06,Yellow,"321,877","4,751,867","26,664","12,894","12,038",28.0,12.4,21.5,7.8,14.8,67%,-
2017-05,FHV - Black Car,"15,505",-,"7,974","7,435","4,054",16.9,3.3,15.9,3.2,0.0,-,-
2017-05,FHV - High Volume,"399,546",-,"61,532","59,795","38,015",19.7,5.9,19.4,5.9,0.0,-,-
2017-05,FHV - Livery,"77,985",-,"14,892","14,323","10,396",22.5,5.4,22.2,5.3,0.0,-,-
2017-05,FHV - Lux Limo,"3,653",-,"3,062","3,053","1,526",15.5,2.3,15.7,2.3,0.0,-,-
2017-05,Green,"34,174","449,352","5,302","4,823","3,740",24.0,5.8,22.4,5.7,13.1,50%,-
2017-05,Yellow,"325,857","4,848,494","27,655","12,977","12,159",29.0,12.6,21.9,7.8,15.0,67%,-
2017-04,FHV - Black Car,"13,676",-,"7,201","6,725","3,536",15.8,3.3,14.8,3.2,0.0,-,-
2017-04,FHV - High Volume,"393,918",-,"58,963","57,181","36,750",19.3,6.0,18.9,6.0,0.0,-,-
2017-04,FHV - Livery,"81,326",-,"15,386","14,469","10,373",21.5,5.6,20.9,5.4,0.0,-,-
2017-04,FHV - Lux Limo,"3,240",-,"3,067","3,034","1,366",13.5,2.3,13.5,2.2,0.0,-,-
2017-04,Green,"36,024","465,532","5,337","4,844","3,803",23.6,6.0,22.0,5.8,12.5,50%,-
2017-04,Yellow,"334,865","4,865,420","27,802","12,981","12,229",28.3,12.8,21.4,7.9,14.3,67%,-
2017-03,FHV - Black Car,"14,500",-,"7,334","6,815","3,742",17.0,3.3,16.0,3.2,0.0,-,-
2017-03,FHV - High Volume,"402,938",-,"56,768","54,836","35,619",20.1,6.2,19.7,6.1,0.0,-,-
2017-03,FHV - Livery,"85,721",-,"15,711","14,884","10,446",21.8,5.7,21.3,5.5,0.0,-,-
2017-03,FHV - Lux Limo,"3,391",-,"2,865","2,923","1,371",14.6,2.4,15.0,2.3,0.0,-,-
2017-03,Green,"37,341","473,888","5,357","4,923","3,789",23.9,6.1,22.5,5.9,12.4,49%,-
2017-03,Yellow,"332,075","4,770,322","27,900","12,990","12,146",29.0,12.8,21.8,7.9,14.0,68%,-
2017-02,FHV - Black Car,"13,280",-,"6,931","6,769","3,599",14.9,3.2,14.7,3.1,0.0,-,-
2017-02,FHV - High Volume,"375,693",-,"55,552","53,577","34,850",18.2,6.1,17.8,6.0,0.0,-,-
2017-02,FHV - Livery,"81,985",-,"15,605","14,975","10,746",20.1,5.5,19.8,5.4,0.0,-,-
2017-02,FHV - Lux Limo,"3,502",-,"3,041","3,083","1,467",13.3,2.3,13.7,2.2,0.0,-,-
2017-02,Green,"36,509","461,734","5,533","5,089","3,895",21.4,5.9,20.2,5.8,12.1,50%,-
2017-02,Yellow,"327,451","4,531,822","27,523","12,967","12,112",26.2,12.6,19.6,7.9,13.3,68%,-
2017-01,FHV - Black Car,"12,660",-,"6,481","6,431","3,297",15.9,3.3,15.8,3.3,0.0,-,-
2017-01,FHV - High Volume,"344,972",-,"54,665","52,538","32,782",19.3,6.0,18.9,5.9,0.0,-,-
2017-01,FHV - Livery,"79,624",-,"15,299","14,680","10,335",21.8,5.6,21.3,5.4,0.0,-,-
2017-01,FHV - Lux Limo,"3,302",-,"3,139","3,178","1,404",13.7,2.3,14.0,2.2,0.0,-,-
2017-01,Green,"34,497","431,323","5,751","5,277","3,918",23.0,5.7,21.7,5.5,11.8,49%,-
2017-01,Yellow,"313,229","4,314,880","27,782","13,058","11,990",28.5,12.2,21.0,7.8,13.0,67%,-
2016-12,FHV - Black Car,"12,185",-,"6,304","6,140","3,102",15.7,3.3,15.2,3.3,0.0,-,-
2016-12,FHV - High Volume,"347,858",-,"53,130","50,955","32,336",19.7,6.1,19.1,6.0,0.0,-,-
2016-12,FHV - Livery,"84,307",-,"15,164","14,427","10,525",22.6,5.6,22.1,5.5,0.0,-,-
2016-12,FHV - Lux Limo,"2,705",-,"2,370","2,545","1,094",13.3,2.4,14.1,2.3,0.0,-,-
2016-12,Green,"39,488","508,205","5,935","5,399","4,166",23.9,6.0,22.4,5.8,12.4,48%,-
2016-12,Yellow,"337,071","4,869,413","28,743","13,197","12,329",29.0,12.8,21.7,7.8,14.6,64%,-
2016-11,FHV - Black Car,"12,670",-,"6,407","6,114","3,345",16.4,3.3,15.7,3.3,0.0,-,-
2016-11,FHV - High Volume,"318,664",-,"50,932","49,110","30,921",18.9,5.9,18.4,5.8,0.0,-,-
2016-11,FHV - Livery,"80,717",-,"15,223","14,489","10,571",21.9,5.5,21.5,5.3,0.0,-,-
2016-11,FHV - Lux Limo,"2,514",-,"2,075","2,198","1,017",13.9,2.4,14.4,2.4,0.0,-,-
2016-11,Green,"38,272","501,128","6,065","5,513","4,258",23.2,5.8,21.6,5.7,12.8,49%,-
2016-11,Yellow,"336,737","4,980,423","29,080","13,159","12,437",28.4,12.9,21.3,7.8,15.9,66%,-
